study_ID,companion_Type,score,combo,event_Type,event_Actuator,event_Receiver,time_Seconds
0,1,0,0,HIT,PLAYER,PLAYER_ENEMY,6
0,1,0,0,HIT,PLAYER,PLAYER_ENEMY,6
0,1,0,0,MISS,PLAYER,PLAYER_ENEMY,6
0,1,0,1,HIT_KILL,PLAYER,PLAYER_ENEMY,7
0,1,0,1,MISS,PLAYER,PLAYER_ENEMY,7
0,1,0,1,MISS,PLAYER,PLAYER_ENEMY,7
0,1,0,1,HIT,COMPANION,COMPANION_ENEMY,8
0,1,0,1,MISS,PLAYER,PLAYER_ENEMY,8
0,1,0,1,MISS,PLAYER,PLAYER_ENEMY,8
0,1,6,1,MISS,COMPANION,COMPANION_ENEMY,9
0,1,6,1,HIT,COMPANION,COMPANION_ENEMY,9
0,1,6,0,MISS,COMPANION,COMPANION_ENEMY,9
0,1,6,0,HIT,COMPANION,COMPANION_ENEMY,10
0,1,6,0,NERF,COMPANION,COMPANION_ENEMY,10
0,1,6,0,HIT,COMPANION,COMPANION_ENEMY,11
0,1,6,0,MISS,COMPANION,COMPANION_ENEMY,11
0,1,6,0,MISS,PLAYER,PLAYER_ENEMY,11
0,1,6,0,HIT,PLAYER,PLAYER_ENEMY,11
0,1,6,1,HIT_KILL,COMPANION,COMPANION_ENEMY,11
0,1,6,1,HIT,PLAYER,PLAYER_ENEMY,11
0,1,6,1,MISS,COMPANION,COMPANION_ENEMY,11
0,1,6,2,HIT_KILL,PLAYER,PLAYER_ENEMY,12
0,1,6,3,HIT_KILL,COMPANION,COMPANION_ENEMY,13
0,1,33,3,MISS,COMPANION,COMPANION_ENEMY,14
0,1,33,3,HIT,PLAYER,PLAYER_ENEMY,14
0,1,33,3,HIT,COMPANION,COMPANION_ENEMY,14
0,1,42,3,HIT,PLAYER,PLAYER_ENEMY,15
0,1,42,1,HIT_KILL,PLAYER,PLAYER_ENEMY,15
0,1,42,1,HIT,COMPANION,COMPANION_ENEMY,15
0,1,42,1,MISS,COMPANION,COMPANION_ENEMY,16
0,1,42,1,HIT,PLAYER,PLAYER_ENEMY,16
0,1,42,1,MISS,PLAYER,PLAYER_ENEMY,16
0,1,42,2,HIT_KILL,COMPANION,COMPANION_ENEMY,16
0,1,42,2,HIT,PLAYER,PLAYER_ENEMY,16
0,1,42,2,MISS,PLAYER,PLAYER_ENEMY,16
0,1,54,3,HIT_KILL,PLAYER,PLAYER_ENEMY,17
0,1,54,3,HIT,PLAYER,PLAYER_ENEMY,17
0,1,54,3,MISS,COMPANION,COMPANION_ENEMY,17
0,1,54,3,MISS,PLAYER,PLAYER_ENEMY,17
0,1,54,3,HIT,PLAYER,PLAYER_ENEMY,18
0,1,63,4,HIT_KILL,PLAYER,PLAYER_ENEMY,18
0,1,63,5,HIT_KILL,COMPANION,COMPANION_ENEMY,18
0,1,78,5,MISS,COMPANION,COMPANION_ENEMY,18
0,1,93,5,MISS,PLAYER,PLAYER_ENEMY,19
0,1,93,5,HIT,PLAYER,PLAYER_ENEMY,20
0,1,138,5,HIT,PLAYER,PLAYER_ENEMY,20
0,1,138,5,HIT,COMPANION,COMPANION_ENEMY,20
0,1,138,0,MISS,COMPANION,COMPANION_ENEMY,20
0,1,138,1,HIT_KILL,PLAYER,PLAYER_ENEMY,21
0,1,138,1,HIT,COMPANION,COMPANION_ENEMY,21
0,1,138,1,HIT,PLAYER,PLAYER_ENEMY,21
0,1,138,1,MISS,COMPANION,COMPANION_ENEMY,21
0,1,138,1,HIT,PLAYER,PLAYER_ENEMY,22
0,1,138,2,HIT_KILL,COMPANION,COMPANION_ENEMY,22
0,1,138,2,MISS,COMPANION,COMPANION_ENEMY,22
0,1,138,3,HIT_KILL,PLAYER,PLAYER_ENEMY,22
0,1,150,3,MISS,PLAYER,PLAYER_ENEMY,22
0,1,156,3,NERF,COMPANION,COMPANION_ENEMY,23
0,1,156,3,MISS,PLAYER,PLAYER_ENEMY,23
0,1,174,3,MISS,COMPANION,COMPANION_ENEMY,23
0,1,174,3,MISS,PLAYER,PLAYER_ENEMY,23
0,1,174,3,HIT,PLAYER,PLAYER_ENEMY,23
0,1,174,3,HIT,COMPANION,COMPANION_ENEMY,24
0,1,192,3,HIT,PLAYER,PLAYER_ENEMY,24
0,1,192,3,MISS,COMPANION,COMPANION_ENEMY,24
0,1,192,1,HIT_KILL,PLAYER,PLAYER_ENEMY,24
0,1,192,1,HIT,COMPANION,COMPANION_ENEMY,24
